locationId,clinicName,Address,postalCode,medications,procedures
359,Central 24-HR Clinic (Clementi),450 Clementi Ave 3 #01-291,120450,Ibuprofen; Amlodipine; Amoxicillin; Simvastatin; Atorvastatin,Wound Dressing; Ultrasound; Endoscopy; Vaccination
360,Healthway Medical,446 Clementi Ave 3 #01-201,120446,Amlodipine; Ibuprofen,Ultrasound
361,Acumed Medical Group,Blk 727 Ang Mo Kio Ave 6,560727,Metformin; Ibuprofen; Amlodipine; Amoxicillin,Blood Test
362,CHANG CLINIC & SURGERY,7 Everton Park #01-21,080007,Metformin; Lisinopril; Amlodipine; Ibuprofen,Endoscopy
363,Everhealth Clinic & Surgery,201D Tampines Street 21 #01-1171,524201,Metformin; Paracetamol,Wound Dressing; Ultrasound
364,Acumed Medical Group,Blk 727 Ang Mo Kio Ave 6,560727,Omeprazole; Ibuprofen; Lisinopril,Blood Test; ECG; Endoscopy; Vaccination; Ultrasound
365,FRONTIER PEOPLE'S CLINIC PTE LTD,Blk 123 Bedok North Street 2 #01-152,460123,Ibuprofen; Amlodipine; Metformin,X-Ray; Wound Dressing; Health Screening; Minor Surgery; Ultrasound
366,Central 24-HR Clinic (Hougang),"681 Hougang Ave 8, #01-829",530681,Salbutamol,Vaccination; Ultrasound; Physiotherapy
367,CHANGI CLINIC,848 Sims Avenue #01-734 Eunosville,400848,Paracetamol; Simvastatin; Amlodipine,ECG; Blood Test; Health Screening
368,The Clinic Group,1 Raffles Quay #09-02,048583,Atorvastatin; Ibuprofen; Paracetamol; Simvastatin,Vaccination; ECG
369,CHANGI CLINIC,848 Sims Avenue #01-734 Eunosville,400848,Paracetamol; Ibuprofen; Simvastatin; Lisinopril,Wound Dressing; Minor Surgery; Physiotherapy; Blood Test
370,CHANG CLINIC & SURGERY,7 Everton Park #01-21,080007,Amoxicillin; Atorvastatin; Omeprazole; Salbutamol; Metformin,Vaccination; ECG; Physiotherapy; Minor Surgery; Endoscopy
371,OneCare Clinic Yishun,846 Yishun Ring Rd #01-3669,760846,Salbutamol; Omeprazole,Vaccination; ECG; Endoscopy; Wound Dressing; Minor Surgery
372,Central 24-HR Clinic (Hougang),"681 Hougang Ave 8, #01-829",530681,Paracetamol; Amlodipine,Endoscopy; Physiotherapy; Ultrasound
373,Central 24-HR Clinic (Clementi),450 Clementi Ave 3 #01-291,120450,Salbutamol; Omeprazole; Amlodipine; Atorvastatin; Amoxicillin,Wound Dressing; ECG; Ultrasound; Physiotherapy; Endoscopy
374,Bukit Batok Medical Clinic,632 Bukit Batok Central,650632,Metformin; Amoxicillin; Simvastatin; Paracetamol,Wound Dressing; Minor Surgery; Health Screening; Vaccination
375,Trucare Medical,Blk 682 Hougang Ave 4 #01-320,530682,Metformin,Endoscopy
376,East Coast Family Clinic,121 Bedok Reservoir Rd #01-202,470121,Salbutamol; Omeprazole; Atorvastatin; Ibuprofen; Simvastatin,Endoscopy; ECG; Health Screening
377,Zion Medical Centre,Blk 502 Jurong West Ave 1 #01-815,640502,Amoxicillin; Lisinopril; Atorvastatin; Amlodipine,X-Ray
378,Zion Medical Centre,Blk 502 Jurong West Ave 1 #01-815,640502,Simvastatin,Blood Test; X-Ray; Health Screening; ECG
379,OneCare Clinic Yishun,846 Yishun Ring Rd #01-3669,760846,Amoxicillin; Ibuprofen; Metformin; Paracetamol,Blood Test; Wound Dressing
380,Healthway Medical,446 Clementi Ave 3 #01-201,120446,Atorvastatin; Lisinopril; Paracetamol; Metformin,Health Screening; Physiotherapy
381,Everhealth Clinic & Surgery,201D Tampines Street 21 #01-1171,524201,Simvastatin; Omeprazole; Salbutamol; Metformin,ECG; Physiotherapy; Ultrasound; Health Screening; Minor Surgery
382,Central 24-HR Clinic (Hougang),"681 Hougang Ave 8, #01-829",530681,Metformin,Health Screening
383,Central 24-HR Clinic (Yishun),"701A Yishun Ave 5, #01-04",761701,Amoxicillin,ECG; Health Screening; Endoscopy; Physiotherapy
384,Silver Cross Family Clinic,2 Lorong Lew Lian #01-50,531002,Atorvastatin,X-Ray; Ultrasound
385,TANG FAMILY CLINIC,84 Jalan Jurong Kechil,598593,Metformin,Health Screening; Endoscopy; Physiotherapy; Blood Test
386,Bukit Batok Medical Clinic,632 Bukit Batok Central,650632,Amoxicillin; Ibuprofen; Simvastatin; Amlodipine; Lisinopril,Physiotherapy; Wound Dressing; X-Ray
387,TANG FAMILY CLINIC,84 Jalan Jurong Kechil,598593,Amlodipine; Metformin,Health Screening
388,Zion Medical Centre,Blk 502 Jurong West Ave 1 #01-815,640502,Omeprazole; Salbutamol; Ibuprofen,Endoscopy; Ultrasound; Minor Surgery
389,CHANG CLINIC & SURGERY,7 Everton Park #01-21,080007,Amlodipine; Metformin; Amoxicillin,Blood Test; Ultrasound
390,Silver Cross Family Clinic,2 Lorong Lew Lian #01-50,531002,Omeprazole; Paracetamol; Amlodipine; Metformin,Ultrasound; Endoscopy; Physiotherapy
391,Trucare Medical,Blk 682 Hougang Ave 4 #01-320,530682,Paracetamol; Metformin; Atorvastatin; Amoxicillin,Minor Surgery
392,OneCare Clinic Yishun,846 Yishun Ring Rd #01-3669,760846,Amlodipine; Omeprazole; Metformin; Salbutamol; Paracetamol,Blood Test; Vaccination; Endoscopy; X-Ray; Wound Dressing
393,TANG FAMILY CLINIC,84 Jalan Jurong Kechil,598593,Metformin,Vaccination; Endoscopy; Blood Test; Wound Dressing
394,Central 24-HR Clinic (Clementi),450 Clementi Ave 3 #01-291,120450,Salbutamol; Amlodipine,Physiotherapy
395,Central 24-HR Clinic (Clementi),450 Clementi Ave 3 #01-291,120450,Omeprazole; Amoxicillin,ECG; Wound Dressing
396,Silver Cross Family Clinic,2 Lorong Lew Lian #01-50,531002,Lisinopril; Salbutamol,X-Ray; Minor Surgery; Vaccination
397,Central 24-HR Clinic (Bedok),"219 Bedok Central, #01-124",460219,Paracetamol; Simvastatin; Atorvastatin; Lisinopril; Metformin,Health Screening; Wound Dressing; Vaccination; X-Ray; Endoscopy
398,Central 24-HR Clinic (Bedok),"219 Bedok Central, #01-124",460219,Omeprazole,Health Screening; Ultrasound; Vaccination; Physiotherapy
399,Central 24-HR Clinic (Jurong),"492 Jurong West Street 41, #01-54",640492,Paracetamol; Amlodipine,ECG
400,The Clinic Group,1 Raffles Quay #09-02,048583,Lisinopril; Amoxicillin,Ultrasound; Minor Surgery
401,Bukit Batok Medical Clinic,632 Bukit Batok Central,650632,Metformin; Omeprazole; Lisinopril,Ultrasound; X-Ray
402,SUNBEAM MEDICAL CLINIC,443C Fajar Road #01-76,673443,Metformin; Salbutamol; Amlodipine; Lisinopril; Amoxicillin,Blood Test
403,Central 24-HR Clinic (Jurong),"492 Jurong West Street 41, #01-54",640492,Salbutamol,Blood Test; X-Ray; Wound Dressing; Ultrasound; Physiotherapy
404,Central 24-HR Clinic (Yishun),"701A Yishun Ave 5, #01-04",761701,Amlodipine; Atorvastatin; Paracetamol; Amoxicillin; Metformin,X-Ray; Physiotherapy; Minor Surgery; Health Screening; Endoscopy
405,CHANGI CLINIC,848 Sims Avenue #01-734 Eunosville,400848,Amoxicillin; Lisinopril; Metformin; Simvastatin; Paracetamol,Ultrasound
406,CHANG CLINIC & SURGERY,7 Everton Park #01-21,080007,Salbutamol,Blood Test; Health Screening
407,Healthway Medical,446 Clementi Ave 3 #01-201,120446,Amoxicillin; Salbutamol,Vaccination; Health Screening
408,Everhealth Clinic & Surgery,201D Tampines Street 21 #01-1171,524201,Simvastatin; Paracetamol,Endoscopy
409,FRONTIER PEOPLE'S CLINIC PTE LTD,Blk 123 Bedok North Street 2 #01-152,460123,Omeprazole,Ultrasound; Endoscopy; Physiotherapy
410,The Clinic Group,1 Raffles Quay #09-02,048583,Ibuprofen; Simvastatin,Minor Surgery
411,Silver Cross Family Clinic,2 Lorong Lew Lian #01-50,531002,Lisinopril; Amlodipine; Omeprazole,Ultrasound
412,Central 24-HR Clinic (Bedok),"219 Bedok Central, #01-124",460219,Metformin; Paracetamol,Ultrasound; Health Screening; X-Ray; Wound Dressing; ECG
413,The Clinic Group,1 Raffles Quay #09-02,048583,Ibuprofen; Metformin; Simvastatin,Endoscopy
414,Central 24-HR Clinic (Jurong),"492 Jurong West Street 41, #01-54",640492,Atorvastatin; Salbutamol; Amlodipine; Paracetamol,Blood Test; Physiotherapy
415,Everhealth Clinic & Surgery,201D Tampines Street 21 #01-1171,524201,Simvastatin; Paracetamol,Vaccination; ECG; Endoscopy
416,Central 24-HR Clinic (Hougang),"681 Hougang Ave 8, #01-829",530681,Metformin; Amoxicillin,Wound Dressing; Health Screening; Physiotherapy; ECG; X-Ray
417,Central 24-HR Clinic (Hougang),"681 Hougang Ave 8, #01-829",530681,Metformin; Paracetamol; Amoxicillin,Health Screening; Ultrasound; Physiotherapy; Vaccination
418,The Clinic Group,1 Raffles Quay #09-02,048583,Omeprazole,Minor Surgery
419,CHANG CLINIC & SURGERY,7 Everton Park #01-21,080007,Atorvastatin; Amlodipine; Ibuprofen; Paracetamol; Lisinopril,Endoscopy
420,Silver Cross Family Clinic,2 Lorong Lew Lian #01-50,531002,Salbutamol,ECG; Wound Dressing; Vaccination; Physiotherapy; Health Screening
421,Healthway Medical,446 Clementi Ave 3 #01-201,120446,Atorvastatin; Amlodipine; Lisinopril; Salbutamol,Endoscopy; ECG; Physiotherapy; Ultrasound
422,Bukit Batok Medical Clinic,632 Bukit Batok Central,650632,Paracetamol; Omeprazole,Ultrasound
423,East Coast Family Clinic,121 Bedok Reservoir Rd #01-202,470121,Paracetamol; Metformin,Vaccination; Ultrasound; Endoscopy; Health Screening; Blood Test
424,CHANGI CLINIC,848 Sims Avenue #01-734 Eunosville,400848,Metformin; Atorvastatin; Amoxicillin; Paracetamol; Ibuprofen,Blood Test; ECG; Wound Dressing; Vaccination; X-Ray
425,Healthway Medical,446 Clementi Ave 3 #01-201,120446,Atorvastatin; Lisinopril; Metformin; Paracetamol; Ibuprofen,ECG
426,OneCare Clinic Yishun,846 Yishun Ring Rd #01-3669,760846,Ibuprofen; Atorvastatin,Minor Surgery; Vaccination; ECG
427,Trucare Medical,Blk 682 Hougang Ave 4 #01-320,530682,Metformin; Amoxicillin; Omeprazole; Simvastatin,X-Ray; Endoscopy
428,The Clinic Group,1 Raffles Quay #09-02,048583,Salbutamol,Vaccination; Ultrasound; Endoscopy
429,Bukit Batok Medical Clinic,632 Bukit Batok Central,650632,Paracetamol,Minor Surgery; Blood Test; Health Screening; X-Ray
430,The Clinic Group,1 Raffles Quay #09-02,048583,Amlodipine,Vaccination
431,Zion Medical Centre,Blk 502 Jurong West Ave 1 #01-815,640502,Salbutamol; Ibuprofen; Simvastatin; Metformin; Amlodipine,Health Screening; ECG; Wound Dressing; Vaccination
432,SUNBEAM MEDICAL CLINIC,443C Fajar Road #01-76,673443,Ibuprofen; Amoxicillin; Metformin; Paracetamol,Endoscopy; X-Ray
433,The Clinic Group,1 Raffles Quay #09-02,048583,Atorvastatin; Lisinopril; Metformin; Omeprazole; Salbutamol,Blood Test; ECG; Health Screening; Physiotherapy
434,CHANGI CLINIC,848 Sims Avenue #01-734 Eunosville,400848,Simvastatin; Amlodipine,Wound Dressing; Health Screening
435,Central 24-HR Clinic (Jurong),"492 Jurong West Street 41, #01-54",640492,Omeprazole,Ultrasound; ECG
436,Zion Medical Centre,Blk 502 Jurong West Ave 1 #01-815,640502,Simvastatin; Amoxicillin,Wound Dressing; Health Screening; X-Ray; Endoscopy
437,East Coast Family Clinic,121 Bedok Reservoir Rd #01-202,470121,Metformin; Lisinopril,Vaccination; Endoscopy; Blood Test; Physiotherapy; Ultrasound
438,FRONTIER PEOPLE'S CLINIC PTE LTD,Blk 123 Bedok North Street 2 #01-152,460123,Ibuprofen,ECG; Vaccination
439,Bukit Batok Medical Clinic,632 Bukit Batok Central,650632,Metformin,Health Screening; Blood Test
440,Central 24-HR Clinic (Clementi),450 Clementi Ave 3 #01-291,120450,Atorvastatin; Lisinopril,Health Screening
441,CHANG CLINIC & SURGERY,7 Everton Park #01-21,080007,Amoxicillin; Atorvastatin; Paracetamol; Lisinopril,Endoscopy; Blood Test
442,Central 24-HR Clinic (Jurong),"492 Jurong West Street 41, #01-54",640492,Paracetamol; Amoxicillin; Amlodipine; Metformin; Omeprazole,Vaccination; X-Ray; Wound Dressing; Blood Test
443,Acumed Medical Group,Blk 727 Ang Mo Kio Ave 6,560727,Atorvastatin,Wound Dressing; Vaccination; Physiotherapy
444,Central 24-HR Clinic (Bedok),"219 Bedok Central, #01-124",460219,Paracetamol,Wound Dressing
445,FRONTIER PEOPLE'S CLINIC PTE LTD,Blk 123 Bedok North Street 2 #01-152,460123,Salbutamol; Paracetamol; Simvastatin; Lisinopril; Metformin,Ultrasound; Minor Surgery; ECG; Health Screening; Vaccination
446,Central 24-HR Clinic (Jurong),"492 Jurong West Street 41, #01-54",640492,Ibuprofen; Salbutamol,Ultrasound; ECG; Physiotherapy
447,CHANG CLINIC & SURGERY,7 Everton Park #01-21,080007,Amoxicillin; Simvastatin; Paracetamol,Wound Dressing; Ultrasound; Physiotherapy; Health Screening
448,Acumed Medical Group,Blk 727 Ang Mo Kio Ave 6,560727,Atorvastatin; Ibuprofen; Salbutamol; Omeprazole,Vaccination
449,Healthway Medical,446 Clementi Ave 3 #01-201,120446,Metformin; Omeprazole,Physiotherapy
450,OneCare Clinic Yishun,846 Yishun Ring Rd #01-3669,760846,Simvastatin; Atorvastatin; Metformin,Minor Surgery; Ultrasound; Blood Test; Wound Dressing; Health Screening
451,Central 24-HR Clinic (Hougang),"681 Hougang Ave 8, #01-829",530681,Simvastatin,Wound Dressing; Vaccination
452,The Clinic Group,1 Raffles Quay #09-02,048583,Ibuprofen,Physiotherapy; ECG; Vaccination; Blood Test; Endoscopy
453,Central 24-HR Clinic (Clementi),450 Clementi Ave 3 #01-291,120450,Lisinopril; Simvastatin; Amlodipine; Ibuprofen,Health Screening
454,Zion Medical Centre,Blk 502 Jurong West Ave 1 #01-815,640502,Lisinopril,X-Ray; Minor Surgery; Health Screening; Wound Dressing; ECG
455,East Coast Family Clinic,121 Bedok Reservoir Rd #01-202,470121,Amoxicillin; Paracetamol; Salbutamol,Ultrasound
456,Central 24-HR Clinic (Yishun),"701A Yishun Ave 5, #01-04",761701,Atorvastatin; Ibuprofen; Lisinopril,Minor Surgery; Health Screening; Endoscopy
457,SUNBEAM MEDICAL CLINIC,443C Fajar Road #01-76,673443,Metformin,Wound Dressing; Minor Surgery; X-Ray
458,Central 24-HR Clinic (Yishun),"701A Yishun Ave 5, #01-04",761701,Simvastatin; Lisinopril; Amlodipine; Salbutamol,Minor Surgery; Wound Dressing; Blood Test; Physiotherapy; Health Screening
459,Zion Medical Centre,Blk 502 Jurong West Ave 1 #01-815,640502,Amoxicillin,Minor Surgery; Vaccination; X-Ray; Endoscopy; Blood Test
460,TANG FAMILY CLINIC,84 Jalan Jurong Kechil,598593,Salbutamol; Simvastatin; Lisinopril,Endoscopy; Physiotherapy; Blood Test; Health Screening; ECG
461,SUNBEAM MEDICAL CLINIC,443C Fajar Road #01-76,673443,Amoxicillin; Paracetamol; Ibuprofen; Lisinopril; Amlodipine,X-Ray
462,East Coast Family Clinic,121 Bedok Reservoir Rd #01-202,470121,Amoxicillin,Vaccination; Physiotherapy
463,The Clinic Group,1 Raffles Quay #09-02,048583,Lisinopril; Metformin; Ibuprofen; Atorvastatin; Amoxicillin,Ultrasound; Physiotherapy; Vaccination
464,Acumed Medical Group,Blk 727 Ang Mo Kio Ave 6,560727,Lisinopril; Ibuprofen,Endoscopy; Physiotherapy; Health Screening; ECG; Minor Surgery
465,SUNBEAM MEDICAL CLINIC,443C Fajar Road #01-76,673443,Paracetamol; Metformin; Ibuprofen,Minor Surgery; ECG; Vaccination
466,Central 24-HR Clinic (Bedok),"219 Bedok Central, #01-124",460219,Ibuprofen,Endoscopy; Health Screening; Minor Surgery
467,Trucare Medical,Blk 682 Hougang Ave 4 #01-320,530682,Atorvastatin; Ibuprofen; Metformin,Endoscopy; Health Screening; ECG; X-Ray; Wound Dressing
468,The Clinic Group,1 Raffles Quay #09-02,048583,Paracetamol; Amoxicillin; Omeprazole; Lisinopril; Amlodipine,Vaccination; Health Screening; ECG; X-Ray
469,Healthway Medical,446 Clementi Ave 3 #01-201,120446,Salbutamol,Physiotherapy; X-Ray; Endoscopy; Ultrasound; Wound Dressing
470,FRONTIER PEOPLE'S CLINIC PTE LTD,Blk 123 Bedok North Street 2 #01-152,460123,Ibuprofen; Lisinopril; Metformin; Simvastatin; Amlodipine,X-Ray; Physiotherapy; Ultrasound
471,Everhealth Clinic & Surgery,201D Tampines Street 21 #01-1171,524201,Amlodipine,Ultrasound; Physiotherapy; X-Ray; Health Screening
472,Everhealth Clinic & Surgery,201D Tampines Street 21 #01-1171,524201,Lisinopril; Ibuprofen,Blood Test; ECG; Minor Surgery; Endoscopy; Vaccination
473,Central 24-HR Clinic (Jurong),"492 Jurong West Street 41, #01-54",640492,Amlodipine; Atorvastatin,Endoscopy; Blood Test; ECG; X-Ray; Wound Dressing
474,Silver Cross Family Clinic,2 Lorong Lew Lian #01-50,531002,Lisinopril; Ibuprofen,Physiotherapy
475,Central 24-HR Clinic (Hougang),"681 Hougang Ave 8, #01-829",530681,Simvastatin; Paracetamol; Amoxicillin; Metformin,ECG; Endoscopy; Wound Dressing; X-Ray
476,Bukit Batok Medical Clinic,632 Bukit Batok Central,650632,Amoxicillin; Amlodipine; Omeprazole; Atorvastatin,Vaccination; ECG; Ultrasound; Endoscopy
477,Trucare Medical,Blk 682 Hougang Ave 4 #01-320,530682,Ibuprofen; Amoxicillin,Physiotherapy; Wound Dressing
478,CHANGI CLINIC,848 Sims Avenue #01-734 Eunosville,400848,Atorvastatin,Minor Surgery; Ultrasound; Health Screening; Wound Dressing
479,Central 24-HR Clinic (Yishun),"701A Yishun Ave 5, #01-04",761701,Amoxicillin; Atorvastatin; Amlodipine; Paracetamol; Metformin,Ultrasound; ECG; Blood Test
480,Healthway Medical,446 Clementi Ave 3 #01-201,120446,Amlodipine,Ultrasound; Wound Dressing
481,Central 24-HR Clinic (Hougang),"681 Hougang Ave 8, #01-829",530681,Lisinopril; Metformin; Ibuprofen,X-Ray; Physiotherapy; Health Screening
482,Zion Medical Centre,Blk 502 Jurong West Ave 1 #01-815,640502,Metformin; Amoxicillin,Endoscopy; X-Ray; Minor Surgery; Vaccination; Health Screening
483,TANG FAMILY CLINIC,84 Jalan Jurong Kechil,598593,Atorvastatin; Amoxicillin; Metformin,X-Ray; Health Screening; Endoscopy; Wound Dressing
484,TANG FAMILY CLINIC,84 Jalan Jurong Kechil,598593,Simvastatin; Paracetamol,Minor Surgery; Blood Test; Vaccination; X-Ray
485,Silver Cross Family Clinic,2 Lorong Lew Lian #01-50,531002,Paracetamol; Ibuprofen; Metformin; Amlodipine; Simvastatin,Wound Dressing; Endoscopy; Ultrasound; Physiotherapy
486,OneCare Clinic Yishun,846 Yishun Ring Rd #01-3669,760846,Simvastatin; Omeprazole,X-Ray; Blood Test; Physiotherapy
487,East Coast Family Clinic,121 Bedok Reservoir Rd #01-202,470121,Amlodipine; Atorvastatin; Ibuprofen,ECG; Physiotherapy; Wound Dressing; Endoscopy
488,Healthway Medical,446 Clementi Ave 3 #01-201,120446,Amoxicillin,Ultrasound; Health Screening; ECG
489,Central 24-HR Clinic (Hougang),"681 Hougang Ave 8, #01-829",530681,Amoxicillin; Atorvastatin; Salbutamol; Omeprazole; Amlodipine,Endoscopy; Health Screening; Physiotherapy; Wound Dressing
490,Central 24-HR Clinic (Jurong),"492 Jurong West Street 41, #01-54",640492,Amoxicillin; Amlodipine,Physiotherapy; Endoscopy; Health Screening
491,Central 24-HR Clinic (Hougang),"681 Hougang Ave 8, #01-829",530681,Atorvastatin; Metformin,Physiotherapy; Minor Surgery; X-Ray; Blood Test
492,OneCare Clinic Yishun,846 Yishun Ring Rd #01-3669,760846,Amlodipine; Simvastatin; Metformin,Blood Test; X-Ray; Ultrasound
493,Central 24-HR Clinic (Clementi),450 Clementi Ave 3 #01-291,120450,Metformin; Paracetamol; Amlodipine; Ibuprofen,Health Screening; Minor Surgery; Blood Test; Vaccination; ECG
494,Everhealth Clinic & Surgery,201D Tampines Street 21 #01-1171,524201,Ibuprofen; Omeprazole; Atorvastatin; Simvastatin; Metformin,X-Ray; Blood Test; Endoscopy; Wound Dressing
495,The Clinic Group,1 Raffles Quay #09-02,048583,Metformin,Health Screening; Minor Surgery
496,Healthway Medical,446 Clementi Ave 3 #01-201,120446,Amlodipine,Wound Dressing
497,East Coast Family Clinic,121 Bedok Reservoir Rd #01-202,470121,Salbutamol; Amlodipine; Metformin,Vaccination; Wound Dressing; Minor Surgery; Physiotherapy; Endoscopy
498,Healthway Medical,446 Clementi Ave 3 #01-201,120446,Ibuprofen; Lisinopril; Metformin; Omeprazole; Salbutamol,Wound Dressing; ECG
499,East Coast Family Clinic,121 Bedok Reservoir Rd #01-202,470121,Simvastatin; Lisinopril,Physiotherapy
500,Acumed Medical Group,Blk 727 Ang Mo Kio Ave 6,560727,Metformin; Paracetamol,X-Ray; Blood Test; Health Screening
501,CHANGI CLINIC,848 Sims Avenue #01-734 Eunosville,400848,Metformin; Lisinopril,Ultrasound; Minor Surgery; Blood Test; Vaccination
502,The Clinic Group,1 Raffles Quay #09-02,048583,Paracetamol; Omeprazole; Ibuprofen,Physiotherapy; X-Ray; Vaccination
503,Trucare Medical,Blk 682 Hougang Ave 4 #01-320,530682,Atorvastatin; Simvastatin; Salbutamol; Amlodipine,ECG
504,Acumed Medical Group,Blk 727 Ang Mo Kio Ave 6,560727,Lisinopril; Amlodipine,Blood Test; ECG; Endoscopy; Physiotherapy
505,Acumed Medical Group,Blk 727 Ang Mo Kio Ave 6,560727,Amlodipine; Paracetamol; Salbutamol; Ibuprofen; Lisinopril,Minor Surgery; Wound Dressing
506,Acumed Medical Group,Blk 727 Ang Mo Kio Ave 6,560727,Omeprazole; Metformin,Ultrasound; Minor Surgery; Endoscopy; Vaccination
507,Central 24-HR Clinic (Hougang),"681 Hougang Ave 8, #01-829",530681,Amlodipine; Amoxicillin; Ibuprofen; Metformin,Minor Surgery; X-Ray; Health Screening; Vaccination; Wound Dressing
508,The Clinic Group,1 Raffles Quay #09-02,048583,Omeprazole; Paracetamol; Ibuprofen,Vaccination; Minor Surgery; ECG; X-Ray
509,TANG FAMILY CLINIC,84 Jalan Jurong Kechil,598593,Atorvastatin; Amlodipine; Amoxicillin,ECG; Vaccination; Wound Dressing; Health Screening
510,The Clinic Group,1 Raffles Quay #09-02,048583,Paracetamol; Salbutamol; Lisinopril,Health Screening
511,East Coast Family Clinic,121 Bedok Reservoir Rd #01-202,470121,Metformin,Physiotherapy; Endoscopy; X-Ray; Health Screening; Ultrasound
512,SUNBEAM MEDICAL CLINIC,443C Fajar Road #01-76,673443,Metformin; Ibuprofen; Salbutamol; Paracetamol,Blood Test; X-Ray; Endoscopy; Health Screening; Wound Dressing
513,Central 24-HR Clinic (Clementi),450 Clementi Ave 3 #01-291,120450,Simvastatin,Physiotherapy; Ultrasound; ECG
514,CHANGI CLINIC,848 Sims Avenue #01-734 Eunosville,400848,Salbutamol; Lisinopril; Ibuprofen; Paracetamol; Amoxicillin,Vaccination; ECG
515,Central 24-HR Clinic (Clementi),450 Clementi Ave 3 #01-291,120450,Ibuprofen; Paracetamol; Omeprazole,Vaccination
516,CHANGI CLINIC,848 Sims Avenue #01-734 Eunosville,400848,Atorvastatin; Omeprazole; Amoxicillin; Amlodipine,Health Screening; Blood Test; Ultrasound
517,Trucare Medical,Blk 682 Hougang Ave 4 #01-320,530682,Amlodipine; Lisinopril,Health Screening
518,FRONTIER PEOPLE'S CLINIC PTE LTD,Blk 123 Bedok North Street 2 #01-152,460123,Paracetamol; Salbutamol; Lisinopril; Amlodipine,Minor Surgery; Health Screening; Physiotherapy
519,CHANGI CLINIC,848 Sims Avenue #01-734 Eunosville,400848,Amlodipine,Physiotherapy
520,Healthway Medical,446 Clementi Ave 3 #01-201,120446,Omeprazole,Blood Test
521,Central 24-HR Clinic (Bedok),"219 Bedok Central, #01-124",460219,Amlodipine; Metformin,Wound Dressing; Health Screening; Ultrasound; Vaccination; Minor Surgery
522,Bukit Batok Medical Clinic,632 Bukit Batok Central,650632,Metformin; Ibuprofen; Omeprazole; Paracetamol,Endoscopy
523,Central 24-HR Clinic (Bedok),"219 Bedok Central, #01-124",460219,Simvastatin,Ultrasound; Wound Dressing; Physiotherapy
524,Central 24-HR Clinic (Clementi),450 Clementi Ave 3 #01-291,120450,Amoxicillin; Amlodipine; Atorvastatin; Ibuprofen; Paracetamol,ECG; Ultrasound; Endoscopy; Vaccination
525,Central 24-HR Clinic (Bedok),"219 Bedok Central, #01-124",460219,Paracetamol; Ibuprofen; Amlodipine; Amoxicillin,Minor Surgery
526,Healthway Medical,446 Clementi Ave 3 #01-201,120446,Paracetamol; Amoxicillin,Health Screening; Blood Test; Minor Surgery; ECG
527,Everhealth Clinic & Surgery,201D Tampines Street 21 #01-1171,524201,Simvastatin; Lisinopril; Omeprazole; Amoxicillin,ECG; Endoscopy; Vaccination; Ultrasound
528,TANG FAMILY CLINIC,84 Jalan Jurong Kechil,598593,Amoxicillin; Paracetamol; Amlodipine; Simvastatin; Lisinopril,Minor Surgery; Blood Test; Vaccination; Physiotherapy; ECG
529,East Coast Family Clinic,121 Bedok Reservoir Rd #01-202,470121,Ibuprofen; Salbutamol,Minor Surgery; Wound Dressing; Blood Test; Physiotherapy
530,Central 24-HR Clinic (Yishun),"701A Yishun Ave 5, #01-04",761701,Lisinopril; Omeprazole; Amlodipine; Metformin,Wound Dressing; Endoscopy
531,Silver Cross Family Clinic,2 Lorong Lew Lian #01-50,531002,Salbutamol; Ibuprofen,Endoscopy; ECG; Wound Dressing; Blood Test
532,Central 24-HR Clinic (Jurong),"492 Jurong West Street 41, #01-54",640492,Paracetamol; Simvastatin; Metformin,Ultrasound
533,Bukit Batok Medical Clinic,632 Bukit Batok Central,650632,Amlodipine; Lisinopril; Simvastatin,Ultrasound; Blood Test; ECG; Minor Surgery
534,Silver Cross Family Clinic,2 Lorong Lew Lian #01-50,531002,Metformin; Amoxicillin; Salbutamol,Ultrasound; Health Screening; Endoscopy
535,TANG FAMILY CLINIC,84 Jalan Jurong Kechil,598593,Paracetamol,Vaccination
536,Zion Medical Centre,Blk 502 Jurong West Ave 1 #01-815,640502,Simvastatin; Ibuprofen; Lisinopril; Amlodipine,Physiotherapy; Ultrasound; Blood Test; X-Ray
537,Central 24-HR Clinic (Clementi),450 Clementi Ave 3 #01-291,120450,Metformin; Amoxicillin; Simvastatin,Health Screening; Minor Surgery; Vaccination; Physiotherapy
538,Healthway Medical,446 Clementi Ave 3 #01-201,120446,Amoxicillin,Minor Surgery; ECG
539,Central 24-HR Clinic (Jurong),"492 Jurong West Street 41, #01-54",640492,Amlodipine; Metformin; Lisinopril; Paracetamol,ECG; Wound Dressing; X-Ray
540,Central 24-HR Clinic (Jurong),"492 Jurong West Street 41, #01-54",640492,Ibuprofen; Atorvastatin; Metformin; Paracetamol; Amlodipine,Wound Dressing; Physiotherapy; Blood Test; ECG; Endoscopy
541,Central 24-HR Clinic (Clementi),450 Clementi Ave 3 #01-291,120450,Ibuprofen; Salbutamol; Metformin; Lisinopril; Amlodipine,Health Screening; ECG; X-Ray; Physiotherapy
542,Silver Cross Family Clinic,2 Lorong Lew Lian #01-50,531002,Metformin; Ibuprofen,Endoscopy
543,East Coast Family Clinic,121 Bedok Reservoir Rd #01-202,470121,Paracetamol; Atorvastatin; Amoxicillin; Salbutamol,ECG; Health Screening
